Date	DOW	Rite	PropersID_Selected	PropersID_Alt	PropersID_Default	PropersID_Option1	PropersID_Option2	PropersID_Option3	PropersID_Option4	BlankColumn
2029-06-11	Mon	VOE	St Barnabas, Apostle		St Barnabas, Apostle	
2029-06-12	Tue	VOE	Trinitytide II:Tue		Trinitytide II:Tue	
2029-06-13	Wed	VOE	St Anthony of Padua, Priest, Doctor		St Anthony of Padua, Priest, Doctor	
2029-06-14	Thu	VOE	Trinitytide II:Thu		Trinitytide II:Thu	
2029-06-15	Fri	VOE	Trinitytide II:Fri		Trinitytide II:Fri	
2029-06-16	Sat	VOE	Trinitytide II:Sat		Trinitytide II:Sat	St Richard of Chichester, Bishop	Saturday memorial of our Lady	
2029-06-17	Sun	VOE	TRINITY III		TRINITY III	
2029-06-18	Mon	VOE	Trinitytide III:Mon		Trinitytide III:Mon	
2029-06-19	Tue	VOE	Trinitytide III:Tue		Trinitytide III:Tue	St Romuald, Abbot	
2029-06-20	Wed	VOE	Trinitytide III:Wed		Trinitytide III:Wed	St Alban, Britain Proto-Martyr	
2029-06-21	Thu	VOE	St Aloysius Gonzaga, Religious		St Aloysius Gonzaga, Religious	
2029-06-22	Fri	VOE	Ss John Fisher, Bishop, & Thomas More, Martyrs		Ss John Fisher, Bishop, & Thomas More, Martyrs	
2029-06-23	Sat	VOE	Trinitytide III:Sat		Trinitytide III:Sat	St Etheldreda, Abbess	Saturday memorial of our Lady	
2029-06-24	Sun	VOE	Nativity of St John the Baptist		Nativity of St John the Baptist	
2029-06-25	Mon	VOE	Trinitytide IV:Mon		Trinitytide IV:Mon	
2029-06-26	Tue	VOE	Trinitytide IV:Tue		Trinitytide IV:Tue	
2029-06-27	Wed	VOE	Trinitytide IV:Wed		Trinitytide IV:Wed	St Cyril of Alexandria, Bishop, Doctor	
2029-06-28	Thu	VOE	St Irenaeus of Lyons, Bishop, Doctor, Martyr		St Irenaeus of Lyons, Bishop, Doctor, Martyr	
2029-06-29	Fri	VOE	SS PETER & PAUL, APOSTLES		SS PETER & PAUL, APOSTLES	
2029-06-30	Sat	VOE	Trinitytide IV:Sat		Trinitytide IV:Sat	First Martyrs of the See of Rome	Saturday memorial of our Lady	
2029-07-01	Sun	VOE	TRINITY V		TRINITY V	
2029-07-02	Mon	VOE	Trinitytide V:Mon		Trinitytide V:Mon	
2029-07-03	Tue	VOE	St Thomas, Apostle		St Thomas, Apostle	
2029-07-04	Wed	VOE	Trinitytide V:Wed		Trinitytide V:Wed	St Elizabeth of Portugal, Queen, Widow	
2029-07-05	Thu	VOE	Trinitytide V:Thu		Trinitytide V:Thu	St Anthony Mary Zaccaria, Priest	
2029-07-06	Fri	VOE	Trinitytide V:Fri		Trinitytide V:Fri	St Maria Goretti, Virgin, Martyr	
2029-07-07	Sat	VOE	Trinitytide V:Sat		Trinitytide V:Sat	Saturday memorial of our Lady	
2029-07-08	Sun	VOE	TRINITY VI		TRINITY VI	
