2030-04-13	Sat	NOE	Lent V:Sat	Lent V:Sat	St Martin I, Pope, Martyr
2030-04-14	Sun	NOE	PALM SUNDAY	PALM SUNDAY
2030-04-15	Mon	NOE	Holy Week:Mon	Holy Week:Mon
2030-04-16	Tue	NOE	Holy Week:Tue	Holy Week:Tue
2030-04-17	Wed	NOE	Holy Week:Wed	Holy Week:Wed
2030-04-18	Thu	NOE	Mass of the Lord's Supper	Mass of the Lord's Supper
2030-04-19	Fri	NOE	Mass of the Presanctified	Mass of the Presanctified
2030-04-20	Sat	NOE	Holy Saturday	Holy Saturday
2030-04-21	Sun	NOE	RESURRECTION OF THE LORD	RESURRECTION OF THE LORD
2030-04-22	Mon	NOE	Easter Octave:Mon	Easter Octave:Mon
2030-04-23	Tue	NOE	Easter Octave:Tue	Easter Octave:Tue
2030-04-24	Wed	NOE	Easter Octave:Wed	Easter Octave:Wed
2030-04-25	Thu	NOE	Easter Octave:Thu	Easter Octave:Thu
2030-04-26	Fri	NOE	Easter Octave:Fri	Easter Octave:Fri
2030-04-27	Sat	NOE	Easter Octave:Sat	Easter Octave:Sat
2030-04-28	Sun	NOE	EASTER II	EASTER II
2030-04-29	Mon	NOE	St Catherine of Siena, Europe Co-Patron, Virgin, Doctor	St Catherine of Siena, Europe Co-Patron, Virgin, Doctor
2030-04-30	Tue	NOE	St George, England Patron, Martyr	St George, England Patron, Martyr
2030-05-01	Wed	NOE	Eastertide II:Wed	Eastertide II:Wed	St Joseph the Worker
2030-05-02	Thu	NOE	St Athanasius, Bishop, Doctor	St Athanasius, Bishop, Doctor
2030-05-03	Fri	NOE	Ss Philip & James the Less, Apostles	Ss Philip & James the Less, Apostles
2030-05-04	Sat	NOE	English Martyrs	English Martyrs
2030-05-05	Sun	NOE	EASTER III	EASTER III
2030-05-06	Mon	NOE	Eastertide III:Mon	Eastertide III:Mon
2030-05-07	Tue	NOE	Eastertide III:Tue	Eastertide III:Tue
2030-05-08	Wed	NOE	Eastertide III:Wed	Eastertide III:Wed
2030-05-09	Thu	NOE	Eastertide III:Thu	Eastertide III:Thu
2030-05-10	Fri	NOE	Eastertide III:Fri	Eastertide III:Fri	St John of Ávila, Priest, Doctor
2030-05-11	Sat	NOE	Eastertide III:Sat	Eastertide III:Sat
2030-05-12	Sun	NOE	EASTER IV	EASTER IV
2030-05-13	Mon	NOE	Eastertide IV:Mon	Eastertide IV:Mon	Our Lady of Fátima
2030-05-14	Tue	NOE	St Matthias, Apostle	St Matthias, Apostle
2030-05-15	Wed	NOE	St John Baptist de La Salle, Catholic Education Co-Patron, Priest, Religious, Founder, Confessor	St John Baptist de La Salle, Catholic Education Co-Patron, Priest, Religious, Founder, Confessor	Eastertide IV:Wed
2030-05-16	Thu	NOE	Eastertide IV:Thu	Eastertide IV:Thu
2030-05-17	Fri	NOE	Eastertide IV:Fri	Eastertide IV:Fri
2030-05-18	Sat	NOE	Eastertide IV:Sat	Eastertide IV:Sat	St John I, Pope, Martyr
2030-05-19	Sun	NOE	EASTER V	EASTER V
2030-05-20	Mon	NOE	Eastertide V:Mon	Eastertide V:Mon	St Bernardine of Siena, Priest
2030-05-21	Tue	NOE	Eastertide V:Tue	Eastertide V:Tue	Ss Christopher Magallanes, Priest, & Companions, Martyrs
2030-05-22	Wed	NOE	Eastertide V:Wed	Eastertide V:Wed	St Rita of Cascia, Religious
2030-05-23	Thu	NOE	Eastertide V:Thu	Eastertide V:Thu
2030-05-24	Fri	NOE	Eastertide V:Fri	Eastertide V:Fri
2030-05-25	Sat	NOE	St Bede the Venerable, Priest, Doctor	St Bede the Venerable, Priest, Doctor
2030-05-26	Sun	NOE	EASTER VI	EASTER VI
2030-05-27	Mon	NOE	St Augustine of Canterbury, Bishop	St Augustine of Canterbury, Bishop
2030-05-28	Tue	NOE	Eastertide VI:Tue	Eastertide VI:Tue
2030-05-29	Wed	NOE	Eastertide VI:Wed	Eastertide VI:Wed	St Paul VI, Pope
2030-05-30	Thu	NOE	ASCENSION OF THE LORD	ASCENSION OF THE LORD
2030-05-31	Fri	NOE	Visitation of our Lady	Visitation of our Lady
2030-06-01	Sat	NOE	St Justin, Martyr	St Justin, Martyr
2030-06-02	Sun	NOE	EASTER VII	EASTER VII
2030-06-03	Mon	NOE	Ss Charles Lwanga & Companions, Martyrs	Ss Charles Lwanga & Companions, Martyrs
2030-06-04	Tue	NOE	Eastertide VII:Tue	Eastertide VII:Tue
2030-06-05	Wed	NOE	St Boniface, Bishop, Martyr	St Boniface, Bishop, Martyr
2030-06-06	Thu	NOE	Ascensiontide II:Thu	Ascensiontide II:Thu
2030-06-07	Fri	NOE	Eastertide VII:Fri	Eastertide VII:Fri
2030-06-08	Sat	NOE	Eastertide VII:Sat	Eastertide VII:Sat
2030-06-09	Sun	NOE	PENTECOST SUNDAY	PENTECOST SUNDAY
2030-06-10	Mon	NOE	Pentecost Octave:Mon	Pentecost Octave:Mon
2030-06-11	Tue	NOE	St Barnabas, Apostle	St Barnabas, Apostle
2030-06-12	Wed	NOE	Ord Time X:Wed	Ord Time X:Wed
2030-06-13	Thu	NOE	Pentecost Octave:Thu	Pentecost Octave:Thu
2030-06-14	Fri	NOE	Ord Time X:Fri	Ord Time X:Fri
2030-06-15	Sat	NOE	Ord Time X:Sat	Ord Time X:Sat	Saturday memorial of our Lady
2030-06-16	Sun	NOE	TRINITY SUNDAY	TRINITY SUNDAY
2030-06-17	Mon	NOE	Ord Time XI:Mon	Ord Time XI:Mon
2030-06-18	Tue	NOE	Ord Time XI:Tue	Ord Time XI:Tue
2030-06-19	Wed	NOE	Ord Time XI:Wed	Ord Time XI:Wed	St Romuald, Abbot
2030-06-20	Thu	NOE	Ord Time XI:Thu	Ord Time XI:Thu	St Alban, Britain Proto-Martyr
2030-06-21	Fri	NOE	St Aloysius Gonzaga, Religious	St Aloysius Gonzaga, Religious
2030-06-22	Sat	NOE	Ss John Fisher, Bishop, & Thomas More, Martyrs	Ss John Fisher, Bishop, & Thomas More, Martyrs
2030-06-23	Sun	NOE	CORPUS CHRISTI	CORPUS CHRISTI
2030-06-24	Mon	NOE	Nativity of St John the Baptist	Nativity of St John the Baptist
2030-06-25	Tue	NOE	Ord Time XII:Tue	Ord Time XII:Tue
2030-06-26	Wed	NOE	Ord Time XII:Wed	Ord Time XII:Wed
2030-06-27	Thu	NOE	Ord Time XII:Thu	Ord Time XII:Thu	St Cyril of Alexandria, Bishop, Doctor
2030-06-28	Fri	NOE	Most Sacred Heart of Jesus	Most Sacred Heart of Jesus
2030-06-29	Sat	NOE	Immaculate Heart of Mary	Immaculate Heart of Mary
2030-06-30	Sun	NOE	SS PETER & PAUL, APOSTLES	SS PETER & PAUL, APOSTLES
2030-07-01	Mon	NOE	Ord Time XIII:Mon	Ord Time XIII:Mon	St Oliver Plunket, Bishop, Martyr
2030-07-02	Tue	NOE	Ord Time XIII:Tue	Ord Time XIII:Tue
2030-07-03	Wed	NOE	St Thomas, Apostle	St Thomas, Apostle
2030-07-04	Thu	NOE	Ord Time XIII:Thu	Ord Time XIII:Thu	St Elizabeth of Portugal, Queen, Widow
2030-07-05	Fri	NOE	Ord Time XIII:Fri	Ord Time XIII:Fri	St Anthony Mary Zaccaria, Priest
2030-07-06	Sat	NOE	Ord Time XIII:Sat	Ord Time XIII:Sat	St Maria Goretti, Virgin, Martyr	Saturday memorial of our Lady
2030-07-07	Sun	NOE	ORDINARY TIME XIV	ORDINARY TIME XIV
2030-07-08	Mon	NOE	Ord Time XIV:Mon	Ord Time XIV:Mon
2030-07-09	Tue	NOE	Ord Time XIV:Tue	Ord Time XIV:Tue	Ss Augustine Zhao Rong & Companions, Martyrs
2030-07-10	Wed	NOE	Ord Time XIV:Wed	Ord Time XIV:Wed
2030-07-11	Thu	NOE	St Benedict of Nursia, Europe Patron, Founder, Abbot	St Benedict of Nursia, Europe Patron, Founder, Abbot
2030-07-12	Fri	NOE	Ord Time XIV:Fri	Ord Time XIV:Fri
2030-07-13	Sat	NOE	Ord Time XIV:Sat	Ord Time XIV:Sat	St Henry of Bavaria, Holy Roman Emperor	Saturday memorial of our Lady
2030-07-14	Sun	NOE	ORDINARY TIME XV	ORDINARY TIME XV
2030-07-15	Mon	NOE	St Bonaventure, Bishop, Doctor	St Bonaventure, Bishop, Doctor
2030-07-16	Tue	NOE	Ord Time XV:Tue	Ord Time XV:Tue	Our Lady of Mount Carmel
2030-07-17	Wed	NOE	Ord Time XV:Wed	Ord Time XV:Wed
2030-07-18	Thu	NOE	Ord Time XV:Thu	Ord Time XV:Thu
2030-07-19	Fri	NOE	Ord Time XV:Fri	Ord Time XV:Fri
2030-07-20	Sat	NOE	Ord Time XV:Sat	Ord Time XV:Sat	St Apollinaris, Bishop, Martyr	Saturday memorial of our Lady
2030-07-21	Sun	NOE	ORDINARY TIME XVI	ORDINARY TIME XVI
2030-07-22	Mon	NOE	St Mary Magdalene	St Mary Magdalene
2030-07-23	Tue	NOE	St Bridget of Sweden, Europe Co-Patron	St Bridget of Sweden, Europe Co-Patron
2030-07-24	Wed	NOE	Ord Time XVI:Wed	Ord Time XVI:Wed	St Charbel Makhlouf, Priest
2030-07-25	Thu	NOE	St James the Great, Spain Patron, Apostle	St James the Great, Spain Patron, Apostle
